,2020,2021,2022,2023,2024
188,0.304,0.287,0.366,0.310,0.436
189,0.312,0.279,0.370,0.306,0.433
190,0.319,0.270,0.380,0.304,0.429
191,0.332,0.259,0.391,0.303,0.432
192,0.342,0.255,0.407,0.305,0.434
193,0.347,0.253,0.414,0.304,0.431
194,0.354,0.251,0.419,0.306,0.427
195,0.355,0.248,0.428,0.312,0.422
196,0.356,0.247,0.431,0.317,0.414
197,0.356,0.248,0.441,0.325,0.417
198,0.361,0.247,0.446,0.334,0.416
199,0.366,0.246,0.452,0.339,0.419
200,0.367,0.242,0.455,0.344,0.424
201,0.367,0.237,0.461,0.346,0.425
202,0.368,0.231,0.466,0.347,0.430
203,0.365,0.231,0.468,0.351,0.432
204,0.363,0.232,0.468,0.352,0.435
205,0.360,0.236,0.466,0.357,0.435
206,0.359,0.241,0.468,0.359,0.433
207,0.353,0.245,0.467,0.363,0.428
208,0.350,0.247,0.461,0.365,0.425
209,0.346,0.251,0.458,0.370,0.418
210,0.340,0.254,0.456,0.373,0.414
211,0.337,0.254,0.451,0.378,0.414
212,0.340,0.254,0.446,0.381,0.414
213,0.346,0.255,0.436,0.384,0.411
214,0.348,0.254,0.427,0.390,0.405
215,0.354,0.253,0.424,0.392,0.399
216,0.356,0.255,0.424,0.392,0.393
217,0.357,0.257,0.418,0.389,0.386
218,0.354,0.257,0.412,0.382,0.382
219,0.351,0.258,0.408,0.376,0.377
220,0.345,0.261,0.406,0.373,0.374
221,0.337,0.260,0.402,0.369,0.386
222,0.335,0.262,0.398,0.362,0.394
223,0.330,0.266,0.390,0.355,0.403
224,0.326,0.271,0.385,0.345,0.412
225,0.320,0.275,0.385,0.338,0.415
226,0.313,0.277,0.386,0.332,0.416
227,0.308,0.282,0.387,0.327,0.422
228,0.305,0.289,0.389,0.321,0.432
229,0.303,0.294,0.398,0.315,0.438
230,0.305,0.297,0.402,0.318,0.447
231,0.312,0.297,0.401,0.317,0.454
232,0.315,0.300,0.403,0.318,0.463
233,0.316,0.299,0.400,0.316,0.476
234,0.321,0.297,0.395,0.316,0.492
235,0.326,0.297,0.392,0.316,0.509
236,0.331,0.298,0.388,0.317,0.520
237,0.333,0.300,0.387,0.320,0.535
238,0.332,0.300,0.381,0.318,0.543
239,0.331,0.296,0.375,0.316,0.545
240,0.334,0.291,0.370,0.316,0.546
241,0.337,0.286,0.367,0.316,0.549
242,0.335,0.282,0.362,0.316,0.545
243,0.338,0.278,0.358,0.315,0.540
244,0.338,0.273,0.361,0.311,0.534
245,0.339,0.267,0.361,0.307,0.528
246,0.343,0.262,0.357,0.302,0.520
247,0.342,0.258,0.357,0.296,0.511
248,0.341,0.251,0.355,0.289,0.501
249,0.343,0.251,0.352,0.281,0.490
250,0.340,0.246,0.349,0.278,0.478
251,0.340,0.244,0.343,0.271,0.466
252,0.340,0.239,0.343,0.267,0.459
253,0.343,0.240,0.345,0.268,0.447
254,0.344,0.240,0.344,0.267,0.438
255,0.343,0.237,0.343,0.263,0.434
256,0.346,0.235,0.341,0.259,0.430
257,0.346,0.234,0.339,0.256,0.435
258,0.347,0.232,0.342,0.252,0.438
259,0.346,0.229,0.340,0.250,0.441
260,0.349,0.227,0.346,0.250,0.444
261,0.350,0.226,0.346,0.253,0.441
262,0.358,0.227,0.354,0.253,0.446
263,0.362,0.224,0.358,0.255,0.450
264,0.368,0.220,0.364,0.258,0.451
265,0.371,0.215,0.367,0.259,0.448
266,0.375,0.209,0.372,0.259,0.446
267,0.383,0.205,0.371,0.263,0.441
268,0.387,0.203,0.377,0.265,0.438
269,0.386,0.202,0.376,0.268,0.433
270,0.385,0.201,0.375,0.269,0.427
271,0.380,0.197,0.376,0.274,0.421
272,0.378,0.203,0.384,0.282,0.414
273,0.376,0.207,0.390,0.284,0.406
274,0.377,0.208,0.391,0.288,0.399
275,0.375,0.211,0.399,0.290,0.394
276,0.379,0.214,0.400,0.291,0.384
277,0.377,0.218,0.401,0.293,0.382
278,0.382,0.222,0.408,0.295,0.374
279,0.380,0.223,0.414,0.296,0.369
280,0.382,0.225,0.429,0.296,0.369
281,0.383,0.228,0.440,0.292,0.370
282,0.392,0.228,0.447,0.289,0.365
283,0.398,0.227,0.451,0.283,0.367
284,0.403,0.228,0.450,0.280,0.371
285,0.405,0.230,0.458,0.276,0.378
286,0.403,0.230,0.457,0.271,0.382
287,0.408,0.239,0.453,0.267,0.389
288,0.410,0.247,0.449,0.264,0.398
289,0.410,0.253,0.452,0.262,0.409
290,0.409,0.260,0.448,0.266,0.419
291,0.418,0.262,0.441,0.271,0.425
292,0.420,0.264,0.431,0.273,0.426
293,0.426,0.264,0.418,0.272,0.432
294,0.427,0.264,0.413,0.271,0.434
295,0.431,0.261,0.403,0.267,0.437
296,0.429,0.259,0.396,0.264,0.441
297,0.431,0.261,0.391,0.263,0.441
298,0.430,0.260,0.390,0.261,0.445
299,0.432,0.259,0.390,0.260,0.443
300,0.435,0.259,0.388,0.257,0.441
301,0.434,0.255,0.382,0.254,0.434
302,0.434,0.255,0.376,0.250,0.427
303,0.434,0.254,0.379,0.249,0.417
304,0.431,0.250,0.376,0.249,0.405
305,0.434,0.248,0.372,0.251,0.399
306,0.431,0.247,0.371,0.252,0.389
307,0.436,0.248,0.369,0.254,0.382
308,0.436,0.246,0.372,0.263,0.375
309,0.434,0.244,0.372,0.268,0.367
310,0.438,0.241,0.373,0.273,0.359
311,0.442,0.238,0.373,0.278,0.348
312,0.442,0.237,0.381,0.282,0.339
313,0.440,0.236,0.390,0.284,0.331
314,0.434,0.236,0.404,0.285,0.325
315,0.431,0.235,0.409,0.290,0.322
316,0.423,0.238,0.422,0.293,0.323
317,0.417,0.241,0.429,0.297,0.328
318,0.410,0.243,0.440,0.297,0.329
319,0.402,0.245,0.449,0.297,0.330
320,0.391,0.248,0.457,0.299,0.344
321,0.381,0.249,0.465,0.300,0.352
322,0.371,0.250,0.470,0.299,0.366
323,0.366,0.251,0.469,0.295,0.375
324,0.356,0.256,0.473,0.294,0.384
325,0.347,0.260,0.473,0.293,0.391
326,0.343,0.264,0.477,0.291,0.396
327,0.344,0.270,0.480,0.290,0.399
328,0.346,0.275,0.483,0.286,0.403
329,0.346,0.276,0.488,0.284,0.407
330,0.347,0.276,0.486,0.283,0.409
331,0.344,0.277,0.486,0.279,0.415
332,0.343,0.275,0.495,0.275,0.417
333,0.339,0.276,0.511,0.270,0.420
334,0.339,0.276,0.520,0.270,0.426
335,0.335,0.277,0.528,0.272,0.429
336,0.340,0.281,0.540,0.274,0.434
337,0.344,0.283,0.563,0.274,0.439
338,0.348,0.287,0.575,0.278,0.449
339,0.347,0.292,0.581,0.279,0.459
340,0.343,0.301,0.589,0.281,0.465
341,0.342,0.305,0.593,0.282,0.468
342,0.344,0.307,0.598,0.286,0.474
343,0.348,0.311,0.596,0.290,0.484
344,0.349,0.316,0.595,0.291,0.494
345,0.349,0.318,0.594,0.294,0.502
346,0.348,0.318,0.592,0.295,0.509
347,0.346,0.317,0.589,0.296,0.523
348,0.352,0.319,0.583,0.297,0.533
349,0.357,0.318,0.578,0.300,0.541
350,0.363,0.319,0.573,0.305,0.544
351,0.371,0.322,0.568,0.311,0.548
352,0.372,0.327,0.561,0.316,0.545
353,0.375,0.326,0.549,0.319,0.538
354,0.383,0.327,0.536,0.322,0.539
355,0.389,0.327,0.524,0.324,0.540
356,0.396,0.326,0.510,0.326,0.535
357,0.403,0.327,0.499,0.332,0.536
358,0.410,0.325,0.493,0.336,0.536
359,0.414,0.321,0.487,0.340,0.533
360,0.420,0.318,0.478,0.348,0.530
361,0.423,0.313,0.469,0.350,0.532
362,0.426,0.310,0.460,0.350,0.530
363,0.426,0.304,0.447,0.351,0.529
364,0.424,0.301,0.436,0.352,0.530
365,0.420,0.295,0.435,0.355,0.527
366,0.421,0.291,0.431,0.356,0.522
367,0.420,0.284,0.426,0.354,0.515
368,0.422,0.277,0.419,0.360,0.511
369,0.423,0.268,0.419,0.363,0.503
370,0.423,0.261,0.415,0.366,0.492
371,0.426,0.257,0.414,0.370,0.482
372,0.423,0.251,0.411,0.371,0.473
373,0.423,0.248,0.413,0.372,0.463
374,0.421,0.249,0.423,0.374,0.461
375,0.420,0.257,0.439,0.372,0.461
376,0.416,0.264,0.445,0.370,0.460
377,0.414,0.268,0.455,0.370,0.454
378,0.409,0.270,0.458,0.366,0.448
379,0.411,0.272,0.457,0.365,0.444
380,0.416,0.274,0.458,0.368,0.441
381,0.414,0.276,0.457,0.370,0.439
382,0.411,0.277,0.452,0.371,0.434
383,0.407,0.275,0.458,0.369,0.432
384,0.402,0.273,0.461,0.367,0.431
385,0.397,0.272,0.462,0.365,0.430
386,0.390,0.272,0.474,0.362,0.430
387,0.381,0.272,0.483,0.361,0.431
388,0.376,0.270,0.490,0.360,0.429
389,0.373,0.272,0.496,0.356,0.429
390,0.374,0.271,0.502,0.351,0.426
391,0.375,0.271,0.506,0.347,0.426
392,0.375,0.274,0.511,0.344,0.428
393,0.376,0.272,0.514,0.342,0.428
394,0.380,0.275,0.518,0.342,0.426
395,0.387,0.276,0.520,0.337,0.426
396,0.395,0.279,0.522,0.333,0.434
397,0.408,0.281,0.518,0.330,0.435
398,0.413,0.284,0.519,0.325,0.434
399,0.426,0.283,0.514,0.324,0.437
400,0.438,0.279,0.507,0.319,0.437
401,0.445,0.285,0.508,0.321,0.436
402,0.446,0.288,0.502,0.319,0.438
403,0.453,0.287,0.495,0.320,0.435
404,0.454,0.286,0.489,0.319,0.434
405,0.457,0.288,0.479,0.319,0.428
406,0.460,0.292,0.472,0.324,0.422
407,0.459,0.296,0.461,0.323,0.418
408,0.458,0.295,0.456,0.322,0.416
409,0.453,0.299,0.445,0.322,0.417
410,0.445,0.300,0.447,0.326,0.412
411,0.443,0.300,0.446,0.325,0.413
412,0.452,0.300,0.443,0.328,0.408
413,0.454,0.297,0.445,0.328,0.403
414,0.458,0.296,0.449,0.326,0.409
415,0.458,0.294,0.452,0.324,0.407
416,0.465,0.295,0.452,0.321,0.404
417,0.471,0.298,0.454,0.315,0.409
418,0.471,0.298,0.453,0.308,0.407
419,0.469,0.298,0.448,0.301,0.407
420,0.468,0.300,0.443,0.294,0.416
421,0.464,0.302,0.434,0.287,0.417
422,0.459,0.303,0.423,0.280,0.414
423,0.452,0.303,0.419,0.277,0.420
424,0.447,0.302,0.410,0.271,0.424
425,0.445,0.301,0.401,0.270,0.428
426,0.442,0.299,0.390,0.268,0.426
427,0.434,0.297,0.379,0.268,0.427
428,0.426,0.297,0.372,0.265,0.423
429,0.418,0.296,0.373,0.261,0.427
430,0.413,0.297,0.373,0.258,0.432
431,0.409,0.298,0.371,0.254,0.433
432,0.403,0.301,0.372,0.255,0.433
433,0.401,0.301,0.373,0.254,0.429
434,0.398,0.302,0.378,0.250,0.424
435,0.396,0.299,0.377,0.249,0.418
436,0.400,0.301,0.376,0.251,0.412
437,0.397,0.300,0.375,0.256,0.406
438,0.395,0.302,0.375,0.260,0.399
439,0.390,0.302,0.380,0.264,0.394
440,0.392,0.300,0.381,0.271,0.391
441,0.392,0.299,0.384,0.275,0.389
442,0.390,0.295,0.385,0.284,0.388
443,0.387,0.291,0.391,0.291,0.388
444,0.383,0.287,0.399,0.302,0.397
445,0.383,0.280,0.400,0.309,0.403
446,0.383,0.275,0.406,0.314,0.404
447,0.378,0.270,0.406,0.325,0.407
448,0.376,0.268,0.411,0.332,0.404
449,0.374,0.264,0.410,0.336,0.405
450,0.373,0.262,0.417,0.345,0.409
451,0.370,0.258,0.417,0.352,0.412
452,0.367,0.256,0.416,0.356,0.421
453,0.364,0.253,0.416,0.359,0.437
454,0.361,0.250,0.415,0.359,0.451
455,0.354,0.246,0.418,0.357,0.462
456,0.357,0.241,0.421,0.352,0.473
457,0.356,0.238,0.418,0.347,0.485
458,0.353,0.237,0.421,0.342,0.495
459,0.352,0.237,0.423,0.336,0.498
460,0.350,0.243,0.426,0.329,0.499
461,0.344,0.247,0.429,0.324,0.495
462,0.337,0.252,0.429,0.321,0.491
463,0.327,0.259,0.425,0.321,0.494
464,0.319,0.266,0.432,0.321,0.492
465,0.316,0.275,0.437,0.321,0.485
466,0.318,0.279,0.441,0.321,0.481
467,0.315,0.287,0.446,0.321,0.472
468,0.311,0.292,0.447,0.318,0.465
469,0.308,0.297,0.447,0.315,0.454
470,0.304,0.298,0.448,0.313,0.447
471,0.300,0.300,0.447,0.314,0.437
472,0.298,0.302,0.447,0.316,0.436
473,0.299,0.307,0.445,0.318,0.429
474,0.299,0.309,0.444,0.323,0.424
475,0.298,0.313,0.444,0.324,0.420
476,0.298,0.314,0.441,0.322,0.417
477,0.295,0.314,0.441,0.320,0.410
478,0.293,0.312,0.438,0.317,0.403
479,0.290,0.310,0.442,0.312,0.399
480,0.286,0.306,0.445,0.310,0.399
481,0.281,0.305,0.451,0.309,0.393
482,0.274,0.301,0.450,0.307,0.391
483,0.265,0.298,0.445,0.308,0.384
484,0.261,0.295,0.440,0.306,0.378
485,0.258,0.295,0.432,0.304,0.369
486,0.262,0.293,0.424,0.303,0.361
487,0.263,0.291,0.416,0.303,0.356
488,0.267,0.288,0.405,0.305,0.350
489,0.270,0.285,0.397,0.309,0.341
490,0.274,0.279,0.398,0.318,0.345
491,0.278,0.275,0.392,0.321,0.344
492,0.279,0.271,0.386,0.327,0.340
493,0.279,0.267,0.385,0.330,0.336
494,0.282,0.265,0.380,0.333,0.335
495,0.285,0.263,0.377,0.332,0.333
496,0.291,0.262,0.370,0.333,0.327
497,0.293,0.262,0.367,0.330,0.326
498,0.296,0.266,0.363,0.326,0.328
499,0.297,0.270,0.370,0.322,0.340
500,0.303,0.276,0.372,0.318,0.343
501,0.305,0.277,0.375,0.315,0.346
502,0.307,0.281,0.377,0.314,0.347
503,0.314,0.284,0.377,0.316,0.353
504,0.320,0.287,0.379,0.313,0.356
505,0.329,0.290,0.379,0.318,0.361
506,0.336,0.297,0.381,0.323,0.360
507,0.341,0.302,0.390,0.327,0.363
508,0.341,0.303,0.399,0.333,0.374
509,0.341,0.304,0.414,0.338,0.380
510,0.340,0.304,0.425,0.346,0.384
511,0.338,0.307,0.433,0.351,0.383
512,0.336,0.312,0.444,0.351,0.379
513,0.330,0.314,0.450,0.351,0.382
514,0.327,0.315,0.460,0.347,0.384
515,0.330,0.315,0.466,0.349,0.384
516,0.334,0.316,0.474,0.348,0.382
517,0.333,0.314,0.492,0.346,0.380
518,0.331,0.315,0.500,0.347,0.377
519,0.329,0.316,0.507,0.345,0.376
520,0.326,0.313,0.511,0.342,0.371
521,0.322,0.311,0.515,0.344,0.377
522,0.316,0.311,0.516,0.341,0.375
523,0.310,0.309,0.517,0.346,0.370
524,0.312,0.313,0.524,0.346,0.369
525,0.313,0.315,0.525,0.349,0.374
526,0.314,0.317,0.521,0.349,0.381
527,0.311,0.315,0.516,0.348,0.387
528,0.306,0.310,0.512,0.346,0.396
529,0.302,0.308,0.515,0.344,0.403
530,0.298,0.304,0.524,0.347,0.410
531,0.295,0.302,0.526,0.347,0.415
532,0.290,0.301,0.525,0.348,0.414
533,0.287,0.300,0.526,0.344,0.410
534,0.286,0.296,0.526,0.344,0.412
535,0.284,0.291,0.520,0.344,0.417
536,0.282,0.285,0.510,0.346,0.423
537,0.286,0.284,0.498,0.345,0.426
538,0.290,0.279,0.489,0.345,0.432
539,0.296,0.272,0.476,0.344,0.434
540,0.302,0.268,0.464,0.339,0.432
541,0.308,0.266,0.457,0.340,0.432
542,0.319,0.265,0.448,0.340,0.435
543,0.328,0.267,0.441,0.341,0.435
544,0.332,0.267,0.436,0.341,0.439
545,0.335,0.268,0.435,0.344,0.442
546,0.339,0.269,0.436,0.341,0.442
547,0.341,0.270,0.432,0.339,0.446
548,0.342,0.272,0.424,0.337,0.454
549,0.339,0.270,0.423,0.338,0.461
550,0.338,0.272,0.422,0.339,0.463
551,0.339,0.272,0.416,0.335,0.464
552,0.339,0.272,0.413,0.330,0.463
553,0.336,0.277,0.412,0.324,0.463
554,0.333,0.277,0.406,0.322,0.460
555,0.326,0.276,0.398,0.316,0.459
556,0.327,0.274,0.396,0.315,0.458
557,0.326,0.275,0.391,0.311,0.455
558,0.321,0.278,0.387,0.307,0.456
559,0.323,0.279,0.379,0.303,0.454
560,0.320,0.280,0.377,0.300,0.448
561,0.319,0.281,0.379,0.300,0.452
562,0.322,0.288,0.390,0.298,0.451
563,0.322,0.291,0.398,0.295,0.446
564,0.321,0.294,0.408,0.294,0.452
565,0.317,0.295,0.420,0.293,0.455
566,0.315,0.295,0.424,0.294,0.458
567,0.315,0.293,0.430,0.298,0.458
568,0.313,0.295,0.434,0.304,0.456
569,0.311,0.298,0.438,0.309,0.450
570,0.308,0.300,0.440,0.312,0.452
571,0.302,0.303,0.443,0.319,0.453
572,0.300,0.304,0.440,0.325,0.454
573,0.301,0.302,0.443,0.328,0.458
574,0.307,0.300,0.448,0.332,0.461
575,0.307,0.303,0.452,0.335,0.472
576,0.311,0.302,0.461,0.337,0.482
577,0.316,0.300,0.471,0.337,0.485
578,0.318,0.297,0.479,0.333,0.489
579,0.326,0.296,0.483,0.330,0.492
580,0.332,0.294,0.494,0.330,0.493
581,0.339,0.295,0.498,0.331,0.499
582,0.342,0.291,0.506,0.331,0.501
583,0.345,0.291,0.509,0.330,0.508
584,0.352,0.294,0.512,0.333,0.510
585,0.361,0.300,0.515,0.332,0.510
586,0.371,0.302,0.515,0.328,0.510
587,0.374,0.302,0.515,0.324,0.505
588,0.376,0.300,0.521,0.322,0.498
589,0.384,0.301,0.525,0.322,0.491
590,0.399,0.298,0.531,0.318,0.491
591,0.409,0.300,0.532,0.320,0.487
592,0.418,0.297,0.527,0.319,0.481
593,0.426,0.298,0.522,0.317,0.477
594,0.428,0.298,0.512,0.322,0.468
595,0.429,0.295,0.500,0.322,0.462
596,0.434,0.295,0.488,0.320,0.459
597,0.436,0.297,0.481,0.318,0.451
598,0.440,0.294,0.475,0.317,0.446
599,0.442,0.291,0.467,0.314,0.442
600,0.442,0.286,0.458,0.313,0.433
601,0.442,0.283,0.449,0.317,0.425
602,0.444,0.278,0.436,0.317,0.416
603,0.442,0.275,0.424,0.316,0.407
604,0.444,0.273,0.419,0.316,0.396
605,0.442,0.273,0.414,0.315,0.383
606,0.440,0.270,0.407,0.311,0.368
607,0.444,0.270,0.403,0.306,0.361
608,0.443,0.270,0.398,0.302,0.352
609,0.445,0.268,0.395,0.295,0.341
610,0.445,0.270,0.396,0.286,0.329
611,0.443,0.267,0.400,0.279,0.324
612,0.440,0.268,0.401,0.269,0.315
613,0.437,0.267,0.404,0.263,0.304
614,0.434,0.269,0.404,0.255,0.301
615,0.432,0.267,0.403,0.253,0.293
616,0.428,0.265,0.404,0.252,0.287
617,0.422,0.268,0.400,0.253,0.279
618,0.425,0.270,0.405,0.251,0.275
619,0.421,0.270,0.406,0.251,0.271
620,0.416,0.273,0.403,0.256,0.267
621,0.410,0.275,0.402,0.260,0.264
622,0.406,0.274,0.409,0.269,0.269
623,0.402,0.274,0.411,0.272,0.275
624,0.399,0.275,0.419,0.276,0.278
625,0.401,0.272,0.421,0.279,0.278
626,0.400,0.273,0.418,0.281,0.276
627,0.397,0.270,0.415,0.289,0.283
628,0.393,0.269,0.412,0.296,0.287
629,0.390,0.266,0.405,0.301,0.295
630,0.384,0.262,0.398,0.305,0.303
631,0.375,0.259,0.397,0.310,0.309
632,0.374,0.255,0.391,0.313,0.317
633,0.367,0.250,0.387,0.314,0.324
