,2020,2021,2022,2023,2024
47,0.327,0.417,0.264,0.308,0.378
48,0.327,0.413,0.264,0.311,0.379
49,0.323,0.405,0.263,0.313,0.380
50,0.320,0.402,0.262,0.313,0.377
51,0.316,0.397,0.258,0.311,0.373
52,0.313,0.396,0.259,0.308,0.367
53,0.308,0.392,0.258,0.304,0.360
54,0.302,0.392,0.255,0.301,0.356
55,0.297,0.396,0.256,0.301,0.356
56,0.294,0.394,0.255,0.300,0.356
57,0.290,0.399,0.255,0.296,0.351
58,0.289,0.399,0.259,0.293,0.352
59,0.288,0.400,0.260,0.290,0.350
60,0.285,0.406,0.262,0.287,0.354
61,0.283,0.415,0.264,0.284,0.352
62,0.279,0.419,0.264,0.284,0.350
63,0.278,0.418,0.262,0.284,0.350
64,0.274,0.417,0.263,0.282,0.348
65,0.268,0.416,0.268,0.280,0.345
66,0.262,0.413,0.270,0.278,0.348
67,0.258,0.416,0.275,0.275,0.349
68,0.255,0.416,0.281,0.275,0.348
69,0.253,0.413,0.288,0.273,0.348
70,0.250,0.418,0.293,0.270,0.352
71,0.245,0.417,0.297,0.268,0.354
72,0.244,0.412,0.304,0.264,0.360
73,0.244,0.406,0.307,0.263,0.362
74,0.244,0.400,0.315,0.264,0.365
75,0.241,0.393,0.333,0.266,0.373
76,0.238,0.388,0.346,0.270,0.377
77,0.233,0.386,0.352,0.273,0.384
78,0.231,0.384,0.357,0.274,0.387
79,0.226,0.383,0.361,0.274,0.390
80,0.221,0.386,0.366,0.275,0.394
81,0.215,0.384,0.369,0.276,0.395
82,0.211,0.380,0.368,0.281,0.399
83,0.205,0.381,0.366,0.283,0.402
84,0.198,0.386,0.363,0.283,0.405
85,0.195,0.387,0.360,0.286,0.410
86,0.191,0.389,0.356,0.285,0.414
87,0.189,0.393,0.354,0.284,0.415
88,0.187,0.394,0.351,0.281,0.421
89,0.187,0.400,0.348,0.276,0.435
90,0.185,0.405,0.345,0.275,0.447
91,0.187,0.411,0.349,0.270,0.458
92,0.190,0.411,0.348,0.263,0.465
93,0.191,0.417,0.344,0.256,0.471
94,0.190,0.422,0.340,0.249,0.478
95,0.192,0.428,0.333,0.242,0.490
96,0.193,0.432,0.328,0.237,0.499
97,0.192,0.434,0.324,0.233,0.503
98,0.191,0.445,0.319,0.229,0.504
99,0.193,0.447,0.313,0.226,0.500
100,0.193,0.457,0.313,0.221,0.498
101,0.195,0.463,0.314,0.219,0.495
102,0.194,0.466,0.315,0.217,0.495
103,0.193,0.469,0.312,0.216,0.491
104,0.194,0.471,0.312,0.216,0.485
105,0.193,0.470,0.315,0.213,0.479
106,0.194,0.467,0.319,0.211,0.472
107,0.193,0.462,0.320,0.214,0.466
108,0.191,0.456,0.317,0.215,0.458
109,0.189,0.448,0.313,0.215,0.449
110,0.187,0.438,0.310,0.213,0.439
111,0.184,0.434,0.305,0.212,0.433
112,0.184,0.434,0.302,0.213,0.426
113,0.187,0.428,0.305,0.211,0.417
114,0.186,0.424,0.305,0.211,0.410
115,0.188,0.420,0.306,0.216,0.404
116,0.186,0.417,0.306,0.219,0.399
117,0.185,0.421,0.308,0.222,0.395
118,0.185,0.430,0.311,0.226,0.397
119,0.185,0.436,0.315,0.227,0.397
120,0.187,0.438,0.321,0.229,0.398
121,0.189,0.440,0.322,0.241,0.403
122,0.194,0.442,0.324,0.249,0.407
123,0.196,0.449,0.322,0.256,0.406
124,0.197,0.450,0.317,0.263,0.409
125,0.200,0.455,0.315,0.268,0.411
126,0.203,0.453,0.313,0.274,0.415
127,0.206,0.450,0.312,0.278,0.414
128,0.206,0.448,0.310,0.278,0.416
129,0.209,0.441,0.308,0.278,0.416
130,0.211,0.432,0.307,0.277,0.416
131,0.210,0.423,0.307,0.274,0.414
132,0.207,0.411,0.305,0.270,0.411
133,0.205,0.402,0.305,0.266,0.411
134,0.207,0.392,0.308,0.260,0.413
135,0.206,0.382,0.312,0.261,0.410
136,0.204,0.374,0.313,0.262,0.408
137,0.204,0.367,0.315,0.263,0.402
138,0.207,0.364,0.313,0.265,0.394
139,0.207,0.359,0.309,0.266,0.383
140,0.208,0.353,0.307,0.264,0.376
141,0.208,0.351,0.304,0.262,0.367
142,0.209,0.352,0.302,0.264,0.359
143,0.208,0.351,0.300,0.267,0.348
144,0.211,0.348,0.305,0.270,0.340
145,0.218,0.348,0.310,0.274,0.329
146,0.223,0.348,0.313,0.276,0.322
147,0.229,0.348,0.313,0.275,0.317
148,0.237,0.354,0.311,0.275,0.313
149,0.243,0.356,0.308,0.272,0.315
150,0.247,0.362,0.305,0.273,0.315
151,0.249,0.361,0.299,0.273,0.320
152,0.252,0.365,0.297,0.275,0.323
153,0.255,0.369,0.296,0.279,0.323
154,0.262,0.375,0.297,0.278,0.331
155,0.271,0.377,0.296,0.279,0.337
156,0.277,0.375,0.300,0.281,0.340
157,0.281,0.380,0.306,0.281,0.340
158,0.282,0.384,0.315,0.282,0.344
159,0.282,0.389,0.320,0.281,0.345
160,0.279,0.394,0.325,0.280,0.343
161,0.274,0.396,0.331,0.277,0.339
162,0.268,0.400,0.335,0.274,0.332
163,0.260,0.408,0.334,0.274,0.329
164,0.259,0.412,0.335,0.273,0.322
165,0.256,0.411,0.336,0.270,0.313
166,0.250,0.407,0.339,0.271,0.307
167,0.246,0.409,0.346,0.274,0.299
168,0.243,0.422,0.352,0.272,0.294
169,0.240,0.425,0.358,0.269,0.286
170,0.237,0.429,0.362,0.265,0.279
171,0.231,0.432,0.363,0.261,0.272
172,0.230,0.434,0.360,0.259,0.268
173,0.226,0.439,0.357,0.259,0.262
174,0.229,0.442,0.355,0.258,0.263
175,0.229,0.447,0.351,0.259,0.264
176,0.231,0.450,0.346,0.263,0.262
177,0.232,0.452,0.341,0.264,0.260
178,0.231,0.454,0.334,0.264,0.256
179,0.237,0.458,0.328,0.263,0.250
180,0.239,0.456,0.321,0.265,0.246
181,0.241,0.454,0.315,0.267,0.244
182,0.246,0.455,0.307,0.269,0.244
183,0.249,0.451,0.305,0.272,0.243
184,0.251,0.450,0.304,0.279,0.245
185,0.253,0.448,0.306,0.287,0.245
186,0.254,0.444,0.306,0.295,0.250
187,0.253,0.441,0.307,0.300,0.253
188,0.254,0.436,0.307,0.303,0.257
189,0.253,0.430,0.305,0.303,0.267
190,0.251,0.420,0.303,0.302,0.278
191,0.249,0.420,0.300,0.307,0.286
192,0.246,0.416,0.296,0.310,0.297
193,0.245,0.417,0.294,0.311,0.307
194,0.245,0.415,0.291,0.312,0.317
195,0.243,0.411,0.289,0.315,0.323
196,0.242,0.406,0.286,0.315,0.331
197,0.243,0.412,0.285,0.311,0.336
198,0.243,0.417,0.288,0.311,0.342
199,0.239,0.416,0.290,0.307,0.345
200,0.236,0.414,0.293,0.308,0.349
201,0.233,0.411,0.295,0.312,0.358
202,0.229,0.409,0.300,0.313,0.360
203,0.228,0.405,0.300,0.313,0.361
204,0.226,0.407,0.301,0.322,0.359
205,0.227,0.410,0.305,0.325,0.356
206,0.230,0.410,0.304,0.328,0.350
207,0.231,0.411,0.305,0.331,0.344
208,0.234,0.411,0.308,0.331,0.338
209,0.234,0.412,0.312,0.334,0.337
210,0.235,0.407,0.312,0.335,0.331
211,0.233,0.405,0.309,0.334,0.330
212,0.231,0.406,0.306,0.334,0.327
213,0.227,0.404,0.304,0.330,0.325
214,0.225,0.400,0.299,0.324,0.325
215,0.222,0.398,0.294,0.318,0.325
216,0.220,0.394,0.291,0.311,0.324
217,0.218,0.386,0.285,0.307,0.324
218,0.218,0.384,0.289,0.306,0.325
219,0.220,0.381,0.287,0.302,0.322
220,0.220,0.379,0.287,0.301,0.324
221,0.218,0.380,0.285,0.297,0.329
222,0.222,0.376,0.282,0.295,0.333
223,0.227,0.372,0.277,0.293,0.335
224,0.230,0.369,0.273,0.293,0.340
225,0.234,0.372,0.270,0.290,0.347
226,0.238,0.371,0.270,0.286,0.353
227,0.241,0.367,0.271,0.282,0.357
228,0.243,0.360,0.272,0.279,0.361
229,0.244,0.358,0.271,0.277,0.361
230,0.243,0.361,0.272,0.277,0.360
231,0.246,0.366,0.277,0.273,0.363
232,0.247,0.365,0.281,0.271,0.365
233,0.246,0.363,0.287,0.266,0.368
234,0.246,0.372,0.288,0.262,0.371
235,0.248,0.373,0.287,0.259,0.373
236,0.251,0.378,0.286,0.255,0.374
237,0.251,0.382,0.284,0.253,0.370
238,0.251,0.386,0.279,0.254,0.369
239,0.250,0.387,0.273,0.257,0.364
240,0.248,0.384,0.268,0.261,0.363
241,0.244,0.381,0.262,0.273,0.361
242,0.243,0.377,0.255,0.282,0.359
243,0.245,0.370,0.252,0.286,0.358
244,0.250,0.363,0.246,0.288,0.358
245,0.253,0.363,0.247,0.293,0.361
246,0.256,0.360,0.247,0.299,0.359
247,0.255,0.358,0.246,0.304,0.358
248,0.257,0.355,0.244,0.308,0.361
249,0.259,0.351,0.240,0.310,0.361
250,0.259,0.346,0.235,0.310,0.362
251,0.260,0.341,0.229,0.308,0.368
252,0.265,0.333,0.221,0.306,0.372
253,0.268,0.323,0.215,0.303,0.372
254,0.273,0.324,0.212,0.302,0.373
255,0.277,0.319,0.206,0.298,0.373
256,0.278,0.319,0.201,0.297,0.375
257,0.277,0.316,0.200,0.295,0.375
258,0.276,0.321,0.199,0.289,0.374
259,0.273,0.326,0.207,0.287,0.374
260,0.271,0.331,0.209,0.284,0.377
261,0.268,0.336,0.213,0.281,0.379
262,0.268,0.343,0.216,0.277,0.381
263,0.266,0.348,0.226,0.271,0.383
264,0.269,0.348,0.232,0.269,0.383
265,0.269,0.350,0.236,0.267,0.387
266,0.271,0.355,0.240,0.267,0.384
267,0.272,0.356,0.247,0.267,0.382
268,0.273,0.359,0.249,0.264,0.378
269,0.276,0.357,0.253,0.259,0.373
270,0.279,0.360,0.255,0.255,0.366
271,0.282,0.360,0.255,0.250,0.361
272,0.285,0.361,0.254,0.249,0.355
273,0.294,0.369,0.253,0.248,0.347
274,0.297,0.372,0.251,0.251,0.343
275,0.297,0.371,0.251,0.251,0.340
276,0.296,0.372,0.248,0.252,0.334
277,0.298,0.371,0.249,0.256,0.328
278,0.297,0.373,0.250,0.264,0.319
279,0.294,0.373,0.250,0.270,0.314
280,0.298,0.371,0.251,0.277,0.313
281,0.304,0.373,0.256,0.279,0.312
282,0.304,0.369,0.261,0.290,0.312
283,0.302,0.365,0.265,0.294,0.316
284,0.298,0.359,0.268,0.296,0.321
285,0.293,0.350,0.269,0.296,0.324
286,0.289,0.346,0.270,0.295,0.330
287,0.286,0.343,0.270,0.291,0.336
288,0.285,0.337,0.273,0.287,0.344
289,0.283,0.333,0.271,0.281,0.356
290,0.280,0.325,0.268,0.275,0.363
291,0.275,0.319,0.269,0.269,0.366
292,0.269,0.312,0.272,0.270,0.372
293,0.267,0.305,0.270,0.268,0.373
294,0.264,0.299,0.269,0.265,0.378
295,0.261,0.290,0.267,0.264,0.385
296,0.258,0.280,0.264,0.268,0.385
297,0.256,0.276,0.261,0.266,0.390
298,0.254,0.271,0.256,0.264,0.391
299,0.250,0.264,0.257,0.264,0.393
300,0.247,0.256,0.266,0.265,0.390
301,0.247,0.251,0.272,0.272,0.389
302,0.243,0.244,0.277,0.283,0.388
303,0.238,0.236,0.283,0.291,0.388
304,0.235,0.229,0.290,0.298,0.388
305,0.234,0.225,0.296,0.301,0.386
306,0.234,0.227,0.300,0.306,0.390
307,0.237,0.228,0.306,0.309,0.392
308,0.239,0.231,0.319,0.310,0.392
309,0.241,0.236,0.325,0.308,0.393
310,0.243,0.239,0.331,0.307,0.389
311,0.242,0.238,0.339,0.303,0.389
312,0.241,0.237,0.349,0.297,0.387
313,0.240,0.238,0.354,0.289,0.389
314,0.242,0.241,0.356,0.284,0.394
315,0.245,0.242,0.360,0.277,0.396
316,0.246,0.243,0.359,0.273,0.398
317,0.244,0.244,0.363,0.270,0.395
318,0.242,0.242,0.367,0.268,0.392
319,0.243,0.241,0.372,0.265,0.390
320,0.242,0.244,0.378,0.261,0.399
321,0.241,0.253,0.378,0.255,0.401
322,0.240,0.260,0.380,0.249,0.402
323,0.238,0.265,0.380,0.245,0.408
324,0.235,0.272,0.382,0.241,0.410
325,0.231,0.281,0.384,0.236,0.409
326,0.231,0.289,0.384,0.233,0.408
327,0.230,0.293,0.380,0.230,0.407
328,0.229,0.296,0.377,0.230,0.402
329,0.231,0.298,0.376,0.228,0.402
330,0.232,0.296,0.375,0.224,0.396
331,0.233,0.295,0.371,0.221,0.393
332,0.236,0.298,0.365,0.217,0.400
333,0.238,0.308,0.360,0.212,0.406
334,0.239,0.314,0.358,0.208,0.415
335,0.247,0.317,0.355,0.204,0.419
336,0.251,0.319,0.353,0.201,0.419
337,0.252,0.318,0.347,0.197,0.420
338,0.254,0.316,0.343,0.195,0.424
339,0.255,0.324,0.337,0.194,0.424
340,0.252,0.326,0.335,0.196,0.420
341,0.253,0.325,0.331,0.197,0.413
342,0.260,0.322,0.324,0.198,0.406
343,0.261,0.316,0.327,0.199,0.396
344,0.263,0.316,0.324,0.201,0.387
345,0.264,0.315,0.325,0.205,0.377
346,0.261,0.318,0.327,0.206,0.368
347,0.265,0.316,0.328,0.207,0.358
348,0.267,0.317,0.330,0.209,0.351
349,0.269,0.320,0.333,0.215,0.343
350,0.270,0.321,0.332,0.218,0.337
351,0.272,0.323,0.330,0.221,0.338
352,0.271,0.328,0.329,0.222,0.335
353,0.272,0.339,0.325,0.223,0.332
354,0.277,0.350,0.319,0.223,0.333
355,0.277,0.355,0.313,0.221,0.332
356,0.279,0.360,0.304,0.221,0.334
357,0.284,0.361,0.304,0.222,0.341
358,0.287,0.366,0.302,0.219,0.345
359,0.286,0.370,0.300,0.216,0.349
360,0.285,0.370,0.297,0.216,0.349
361,0.288,0.371,0.295,0.218,0.350
362,0.287,0.370,0.301,0.220,0.353
363,0.287,0.365,0.308,0.222,0.353
364,0.287,0.361,0.309,0.228,0.357
365,0.286,0.363,0.307,0.234,0.360
366,0.285,0.375,0.305,0.235,0.366
367,0.285,0.383,0.306,0.234,0.376
368,0.287,0.392,0.307,0.232,0.383
369,0.286,0.398,0.307,0.235,0.385
370,0.287,0.400,0.305,0.235,0.391
371,0.293,0.404,0.305,0.239,0.396
372,0.294,0.407,0.305,0.245,0.400
373,0.296,0.407,0.301,0.252,0.409
374,0.297,0.404,0.298,0.254,0.413
375,0.298,0.400,0.294,0.258,0.420
376,0.297,0.397,0.291,0.259,0.420
377,0.298,0.393,0.289,0.260,0.417
378,0.301,0.390,0.284,0.259,0.415
379,0.302,0.385,0.280,0.257,0.417
380,0.302,0.379,0.277,0.254,0.422
381,0.301,0.375,0.271,0.251,0.425
382,0.299,0.370,0.268,0.250,0.426
383,0.300,0.364,0.267,0.250,0.424
384,0.299,0.355,0.269,0.249,0.419
385,0.298,0.349,0.267,0.250,0.420
386,0.297,0.344,0.267,0.250,0.418
387,0.295,0.341,0.263,0.247,0.412
388,0.294,0.334,0.262,0.249,0.407
389,0.292,0.330,0.260,0.249,0.404
390,0.292,0.325,0.261,0.248,0.399
391,0.288,0.317,0.263,0.248,0.391
392,0.287,0.310,0.261,0.248,0.385
393,0.286,0.306,0.259,0.247,0.381
394,0.287,0.301,0.255,0.246,0.375
395,0.288,0.300,0.251,0.246,0.373
396,0.286,0.300,0.245,0.248,0.373
397,0.286,0.296,0.238,0.250,0.371
398,0.282,0.295,0.231,0.250,0.371
399,0.280,0.293,0.224,0.251,0.370
400,0.277,0.291,0.222,0.253,0.366
401,0.274,0.290,0.218,0.253,0.359
402,0.275,0.289,0.219,0.252,0.353
403,0.278,0.289,0.227,0.251,0.349
404,0.283,0.291,0.238,0.250,0.343
405,0.285,0.291,0.248,0.249,0.343
406,0.284,0.290,0.260,0.249,0.337
407,0.282,0.294,0.268,0.252,0.335
408,0.280,0.298,0.274,0.253,0.328
409,0.278,0.297,0.277,0.252,0.325
410,0.275,0.294,0.287,0.251,0.321
411,0.273,0.298,0.293,0.252,0.316
412,0.270,0.309,0.295,0.253,0.316
413,0.266,0.318,0.297,0.250,0.316
414,0.261,0.323,0.295,0.250,0.320
415,0.258,0.329,0.295,0.250,0.323
416,0.258,0.340,0.300,0.248,0.324
417,0.257,0.354,0.303,0.245,0.324
418,0.254,0.362,0.306,0.241,0.326
419,0.252,0.366,0.307,0.238,0.326
420,0.248,0.371,0.307,0.234,0.325
421,0.247,0.378,0.304,0.237,0.326
422,0.249,0.379,0.302,0.237,0.328
423,0.253,0.382,0.297,0.238,0.327
424,0.253,0.387,0.295,0.243,0.331
425,0.253,0.393,0.293,0.245,0.330
426,0.251,0.398,0.289,0.246,0.326
427,0.248,0.412,0.288,0.244,0.325
428,0.243,0.419,0.288,0.250,0.320
429,0.238,0.423,0.287,0.253,0.320
430,0.235,0.432,0.283,0.257,0.325
431,0.231,0.434,0.283,0.261,0.329
432,0.226,0.436,0.283,0.261,0.333
433,0.221,0.436,0.280,0.260,0.335
434,0.215,0.436,0.276,0.259,0.338
435,0.213,0.434,0.271,0.261,0.344
436,0.210,0.432,0.266,0.264,0.349
437,0.206,0.428,0.259,0.267,0.364
438,0.204,0.423,0.252,0.271,0.369
439,0.202,0.415,0.245,0.275,0.376
440,0.197,0.413,0.236,0.276,0.377
441,0.198,0.408,0.230,0.282,0.378
442,0.202,0.405,0.226,0.282,0.382
443,0.207,0.402,0.222,0.285,0.383
444,0.212,0.399,0.220,0.286,0.380
445,0.219,0.401,0.215,0.284,0.377
446,0.226,0.405,0.209,0.282,0.370
447,0.229,0.407,0.206,0.281,0.364
448,0.230,0.405,0.209,0.278,0.362
449,0.236,0.401,0.213,0.280,0.360
450,0.243,0.399,0.214,0.281,0.354
451,0.248,0.393,0.218,0.280,0.346
452,0.249,0.390,0.223,0.282,0.336
453,0.250,0.387,0.228,0.279,0.329
454,0.252,0.387,0.237,0.280,0.334
455,0.252,0.389,0.241,0.277,0.332
456,0.252,0.390,0.249,0.276,0.331
457,0.253,0.387,0.253,0.275,0.334
458,0.252,0.383,0.263,0.273,0.339
459,0.253,0.386,0.275,0.277,0.343
460,0.256,0.387,0.285,0.279,0.352
461,0.257,0.391,0.294,0.278,0.357
462,0.259,0.391,0.300,0.275,0.363
463,0.261,0.390,0.310,0.273,0.370
464,0.261,0.390,0.319,0.270,0.377
465,0.261,0.386,0.326,0.268,0.383
466,0.260,0.379,0.333,0.267,0.389
467,0.257,0.374,0.338,0.267,0.394
468,0.258,0.367,0.340,0.265,0.402
469,0.258,0.361,0.348,0.260,0.405
470,0.259,0.364,0.351,0.260,0.407
471,0.256,0.363,0.350,0.263,0.407
472,0.253,0.363,0.347,0.263,0.405
473,0.252,0.359,0.343,0.269,0.402
474,0.249,0.359,0.336,0.273,0.395
475,0.247,0.366,0.328,0.277,0.391
476,0.243,0.371,0.322,0.282,0.390
477,0.238,0.378,0.318,0.287,0.384
478,0.234,0.383,0.313,0.291,0.378
479,0.231,0.389,0.307,0.293,0.374
480,0.228,0.398,0.299,0.293,0.370
481,0.227,0.403,0.293,0.294,0.368
482,0.224,0.405,0.285,0.292,0.369
483,0.221,0.406,0.275,0.289,0.364
484,0.220,0.410,0.265,0.288,0.367
485,0.217,0.413,0.261,0.287,0.373
486,0.221,0.415,0.260,0.284,0.373
487,0.225,0.420,0.255,0.284,0.369
488,0.225,0.421,0.249,0.282,0.366
489,0.229,0.422,0.243,0.286,0.366
490,0.231,0.423,0.238,0.290,0.367
491,0.234,0.422,0.236,0.290,0.363
492,0.237,0.421,0.240,0.292,0.357
493,0.238,0.416,0.245,0.292,0.353
494,0.240,0.408,0.249,0.293,0.346
495,0.240,0.400,0.258,0.292,0.337
496,0.241,0.392,0.273,0.293,0.329
497,0.245,0.383,0.284,0.293,0.329
498,0.250,0.372,0.295,0.293,0.325
499,0.251,0.359,0.304,0.289,0.321
500,0.251,0.345,0.311,0.291,0.321
501,0.249,0.332,0.318,0.295,0.322
502,0.247,0.320,0.325,0.296,0.321
503,0.250,0.311,0.328,0.297,0.317
504,0.252,0.304,0.335,0.300,0.313
505,0.251,0.303,0.343,0.302,0.313
506,0.250,0.298,0.352,0.304,0.310
507,0.250,0.300,0.355,0.304,0.306
508,0.249,0.299,0.360,0.301,0.305
509,0.250,0.298,0.360,0.300,0.303
510,0.253,0.296,0.359,0.298,0.302
511,0.251,0.299,0.357,0.296,0.303
512,0.250,0.306,0.352,0.292,0.305
513,0.249,0.317,0.344,0.290,0.302
514,0.248,0.326,0.336,0.285,0.307
515,0.250,0.339,0.329,0.281,0.309
516,0.249,0.352,0.319,0.280,0.310
517,0.246,0.359,0.311,0.275,0.309
518,0.245,0.369,0.303,0.274,0.313
519,0.244,0.378,0.292,0.274,0.319
520,0.245,0.384,0.283,0.276,0.325
521,0.244,0.387,0.280,0.276,0.326
522,0.243,0.389,0.277,0.277,0.326
523,0.242,0.394,0.282,0.277,0.323
524,0.243,0.395,0.289,0.276,0.323
525,0.241,0.397,0.294,0.273,0.326
526,0.239,0.397,0.301,0.271,0.334
527,0.236,0.399,0.303,0.272,0.337
528,0.235,0.401,0.305,0.272,0.339
529,0.232,0.405,0.305,0.273,0.347
530,0.228,0.408,0.304,0.272,0.358
531,0.228,0.410,0.307,0.270,0.364
532,0.225,0.415,0.309,0.270,0.366
533,0.227,0.413,0.309,0.273,0.365
534,0.228,0.415,0.308,0.273,0.365
535,0.226,0.417,0.314,0.273,0.364
536,0.224,0.418,0.314,0.269,0.362
537,0.223,0.416,0.314,0.264,0.358
538,0.225,0.418,0.322,0.265,0.359
539,0.231,0.417,0.327,0.263,0.362
540,0.235,0.414,0.328,0.262,0.367
541,0.239,0.414,0.329,0.262,0.371
542,0.245,0.412,0.331,0.262,0.370
543,0.248,0.405,0.329,0.263,0.370
544,0.255,0.397,0.324,0.262,0.367
545,0.263,0.388,0.318,0.260,0.363
546,0.274,0.382,0.313,0.263,0.358
547,0.282,0.374,0.306,0.261,0.351
548,0.286,0.369,0.301,0.258,0.344
549,0.290,0.362,0.297,0.259,0.335
550,0.294,0.357,0.298,0.261,0.329
551,0.297,0.349,0.296,0.260,0.327
552,0.299,0.346,0.295,0.266,0.325
553,0.298,0.350,0.299,0.266,0.322
554,0.296,0.352,0.301,0.268,0.318
555,0.295,0.355,0.304,0.271,0.319
556,0.295,0.358,0.306,0.272,0.317
557,0.293,0.356,0.309,0.272,0.315
558,0.294,0.365,0.317,0.270,0.317
559,0.291,0.370,0.323,0.276,0.317
560,0.288,0.379,0.329,0.279,0.318
561,0.286,0.386,0.333,0.279,0.318
562,0.282,0.395,0.342,0.283,0.317
563,0.278,0.402,0.348,0.288,0.322
564,0.274,0.404,0.355,0.292,0.324
565,0.268,0.409,0.361,0.299,0.323
566,0.261,0.416,0.366,0.303,0.319
567,0.252,0.417,0.373,0.311,0.325
568,0.244,0.418,0.373,0.314,0.327
569,0.238,0.420,0.375,0.315,0.334
570,0.231,0.419,0.374,0.320,0.343
571,0.227,0.418,0.370,0.327,0.345
572,0.223,0.418,0.363,0.334,0.352
573,0.223,0.413,0.354,0.335,0.355
574,0.220,0.410,0.348,0.337,0.359
575,0.218,0.412,0.344,0.338,0.364
576,0.216,0.415,0.342,0.338,0.363
577,0.213,0.413,0.344,0.334,0.364
578,0.212,0.409,0.348,0.333,0.361
579,0.211,0.404,0.352,0.334,0.355
580,0.215,0.401,0.356,0.331,0.355
581,0.214,0.398,0.360,0.330,0.354
582,0.214,0.391,0.365,0.326,0.352
583,0.214,0.386,0.373,0.322,0.351
584,0.212,0.378,0.375,0.318,0.353
585,0.209,0.368,0.379,0.313,0.353
586,0.204,0.360,0.382,0.313,0.353
587,0.206,0.350,0.383,0.315,0.352
588,0.211,0.340,0.383,0.314,0.350
589,0.214,0.329,0.384,0.319,0.347
590,0.216,0.321,0.380,0.322,0.343
591,0.219,0.319,0.377,0.324,0.339
592,0.218,0.318,0.381,0.325,0.334
593,0.218,0.314,0.382,0.327,0.334
594,0.219,0.311,0.381,0.328,0.329
595,0.216,0.309,0.378,0.327,0.327
596,0.214,0.309,0.376,0.325,0.323
597,0.212,0.312,0.372,0.321,0.322
598,0.214,0.312,0.367,0.319,0.317
599,0.214,0.314,0.361,0.314,0.319
600,0.212,0.315,0.358,0.310,0.323
601,0.211,0.319,0.353,0.305,0.327
602,0.208,0.321,0.345,0.301,0.328
603,0.204,0.321,0.341,0.301,0.334
604,0.200,0.321,0.338,0.298,0.334
605,0.198,0.320,0.333,0.297,0.340
606,0.196,0.318,0.329,0.300,0.341
607,0.201,0.318,0.328,0.299,0.348
608,0.205,0.314,0.330,0.300,0.354
609,0.209,0.318,0.332,0.298,0.357
610,0.212,0.318,0.329,0.293,0.364
611,0.212,0.317,0.326,0.295,0.369
612,0.211,0.318,0.330,0.294,0.377
613,0.214,0.315,0.330,0.294,0.378
614,0.219,0.310,0.331,0.294,0.381
615,0.222,0.312,0.328,0.299,0.379
616,0.230,0.316,0.327,0.300,0.375
617,0.233,0.317,0.326,0.304,0.370
618,0.237,0.320,0.326,0.305,0.365
619,0.242,0.323,0.330,0.306,0.357
620,0.248,0.326,0.328,0.311,0.352
621,0.251,0.332,0.328,0.314,0.345
622,0.254,0.335,0.324,0.315,0.348
623,0.256,0.334,0.322,0.314,0.352
624,0.257,0.331,0.323,0.311,0.355
625,0.259,0.327,0.325,0.309,0.355
626,0.265,0.331,0.324,0.305,0.352
627,0.267,0.331,0.326,0.301,0.353
628,0.268,0.330,0.326,0.301,0.355
629,0.268,0.328,0.332,0.299,0.354
630,0.268,0.332,0.334,0.298,0.350
631,0.268,0.336,0.333,0.295,0.353
632,0.265,0.339,0.329,0.293,0.358
633,0.262,0.340,0.327,0.293,0.359
