-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  35.0   Longitude -37.4 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
PS        MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,HR,WD10M,WS10M,PS
2023,4,5,20,117.24,1.19,102.91
2023,4,5,21,156.68,0.99,102.91
2023,4,5,22,193.12,1.31,102.86
2023,4,5,23,217.44,1.72,102.79
2023,4,6,0,239.8,2.21,102.74
2023,4,6,1,251.77,2.72,102.67
2023,4,6,2,257.49,3.35,102.6
2023,4,6,3,258.54,3.97,102.57
2023,4,6,4,255.46,4.51,102.53
2023,4,6,5,250.8,5.01,102.49
2023,4,6,6,247.94,5.51,102.48
2023,4,6,7,249.11,6.0,102.51
2023,4,6,8,249.95,6.47,102.52
2023,4,6,9,247.81,6.87,102.5
2023,4,6,10,246.9,7.29,102.46
2023,4,6,11,247.4,7.68,102.39
2023,4,6,12,246.55,8.17,102.3
2023,4,6,13,247.15,8.73,102.21
2023,4,6,14,248.11,9.3,102.12
2023,4,6,15,251.28,10.01,102.04
2023,4,6,16,253.06,10.22,101.99
2023,4,6,17,257.81,10.17,101.96
2023,4,6,18,272.05,9.84,101.97
2023,4,6,19,298.4,9.61,101.99
2023,4,6,20,317.23,9.53,102.05
2023,4,6,21,318.05,9.14,102.08
2023,4,6,22,312.05,9.23,102.08
2023,4,6,23,309.08,9.11,102.03
2023,4,7,0,309.0,9.56,102.01
2023,4,7,1,310.61,10.24,102.0
2023,4,7,2,311.55,10.56,101.96
2023,4,7,3,312.08,10.74,101.95
2023,4,7,4,312.89,10.81,101.95
2023,4,7,5,314.91,10.86,101.96
2023,4,7,6,317.18,10.61,101.98
2023,4,7,7,320.09,10.4,102.03
2023,4,7,8,322.03,9.79,102.06
2023,4,7,9,325.45,9.35,102.1
2023,4,7,10,329.41,9.06,102.13
2023,4,7,11,332.86,8.68,102.14
2023,4,7,12,334.34,8.21,102.13
2023,4,7,13,336.1,7.73,102.12
2023,4,7,14,335.91,7.12,102.09
2023,4,7,15,335.37,6.71,102.09
2023,4,7,16,334.81,6.13,102.1
2023,4,7,17,332.1,5.54,102.11
2023,4,7,18,326.36,5.1,102.14
2023,4,7,19,318.68,4.65,102.17
2023,4,7,20,309.7,4.31,102.22
2023,4,7,21,300.22,4.22,102.26
2023,4,7,22,292.78,4.34,102.27
2023,4,7,23,288.97,4.49,102.27
2023,4,8,0,281.84,4.49,102.23
2023,4,8,1,273.55,4.67,102.18
2023,4,8,2,267.75,4.97,102.13
2023,4,8,3,260.78,5.17,102.1
2023,4,8,4,255.16,5.64,102.07
2023,4,8,5,256.63,6.55,102.08
2023,4,8,6,263.71,7.13,102.11
2023,4,8,7,273.0,7.17,102.15
2023,4,8,8,280.53,7.1,102.19
2023,4,8,9,283.25,7.09,102.23
2023,4,8,10,283.98,7.18,102.26
2023,4,8,11,284.51,7.3,102.26
2023,4,8,12,283.29,7.27,102.24
2023,4,8,13,281.5,7.25,102.21
2023,4,8,14,279.46,7.22,102.17
2023,4,8,15,278.29,7.15,102.15
2023,4,8,16,279.07,7.04,102.16
2023,4,8,17,280.37,6.85,102.2
2023,4,8,18,280.08,6.65,102.26
2023,4,8,19,277.27,6.42,102.31
2023,4,8,20,272.3,6.22,102.36
2023,4,8,21,266.91,6.23,102.38
2023,4,8,22,262.92,6.53,102.37
2023,4,8,23,261.86,6.95,102.35
2023,4,9,0,262.91,7.34,102.32
2023,4,9,1,265.16,7.4,102.29
2023,4,9,2,267.26,7.18,102.26
2023,4,9,3,269.28,6.82,102.25
2023,4,9,4,271.05,6.38,102.25
2023,4,9,5,272.64,5.93,102.28
2023,4,9,6,274.66,5.57,102.35
2023,4,9,7,278.32,5.46,102.42
2023,4,9,8,282.4,5.46,102.49
2023,4,9,9,283.89,5.3,102.53
2023,4,9,10,282.03,5.02,102.55
2023,4,9,11,278.24,4.74,102.54
2023,4,9,12,273.52,4.45,102.53
2023,4,9,13,272.19,4.3,102.52
2023,4,9,14,273.29,4.08,102.5
2023,4,9,15,273.35,3.74,102.49
2023,4,9,16,272.55,3.34,102.5
2023,4,9,17,269.23,2.91,102.53
2023,4,9,18,263.56,2.58,102.57
2023,4,9,19,257.16,2.36,102.62
2023,4,9,20,247.24,2.16,102.7
2023,4,9,21,234.16,2.08,102.73
2023,4,9,22,220.65,2.18,102.72
2023,4,9,23,210.51,2.38,102.69
2023,4,10,0,204.5,2.62,102.67
2023,4,10,1,199.54,2.94,102.64
2023,4,10,2,196.82,3.32,102.62
2023,4,10,3,195.83,3.64,102.62
2023,4,10,4,195.17,3.94,102.63
2023,4,10,5,192.86,4.35,102.65
2023,4,10,6,190.63,4.75,102.68
2023,4,10,7,193.08,4.9,102.73
2023,4,10,8,198.64,4.94,102.78
2023,4,10,9,202.31,5.04,102.81
2023,4,10,10,205.48,5.16,102.8
2023,4,10,11,209.09,5.32,102.77
2023,4,10,12,210.91,5.45,102.73
2023,4,10,13,212.11,5.57,102.68
2023,4,10,14,215.58,5.71,102.65
2023,4,10,15,221.55,5.78,102.65
2023,4,10,16,228.15,5.73,102.68
2023,4,10,17,234.56,5.52,102.73
2023,4,10,18,239.87,5.28,102.78
2023,4,10,19,243.43,5.14,102.83
2023,4,10,20,245.59,4.92,102.88
2023,4,10,21,244.87,4.6,102.9
2023,4,10,22,242.1,4.51,102.88
2023,4,10,23,237.39,4.58,102.85
2023,4,11,0,232.79,4.69,102.82
2023,4,11,1,228.66,4.59,102.77
2023,4,11,2,224.06,4.38,102.71
2023,4,11,3,221.66,4.17,102.68
2023,4,11,4,223.14,3.92,102.68
2023,4,11,5,224.65,3.6,102.71
2023,4,11,6,223.13,3.22,102.74
2023,4,11,7,217.99,3.03,102.78
2023,4,11,8,209.09,3.25,102.8
2023,4,11,9,200.47,3.75,102.81
2023,4,11,10,196.26,4.35,102.79
2023,4,11,11,197.17,4.71,102.77
2023,4,11,12,201.17,4.76,102.74
2023,4,11,13,207.19,4.5,102.72
2023,4,11,14,214.31,4.02,102.7
2023,4,11,15,220.04,3.45,102.67
2023,4,11,16,220.33,2.85,102.67
2023,4,11,17,210.03,2.37,102.68
2023,4,11,18,190.81,2.29,102.69
2023,4,11,19,172.77,2.67,102.72
2023,4,11,20,163.06,3.22,102.78
2023,4,11,21,160.0,3.7,102.82
2023,4,11,22,159.3,4.13,102.81
2023,4,11,23,158.63,4.59,102.77
2023,4,12,0,158.8,5.08,102.72
2023,4,12,1,161.16,5.54,102.64
2023,4,12,2,163.94,6.07,102.55
2023,4,12,3,166.71,6.83,102.48
2023,4,12,4,169.53,7.61,102.42
2023,4,12,5,172.92,8.17,102.38
2023,4,12,6,177.24,8.42,102.38
2023,4,12,7,181.38,8.45,102.41
2023,4,12,8,184.83,8.45,102.44
2023,4,12,9,188.49,8.41,102.47
2023,4,12,10,191.95,8.26,102.48
2023,4,12,11,195.04,8.04,102.44
2023,4,12,12,196.74,7.76,102.39
2023,4,12,13,198.02,7.48,102.33
2023,4,12,14,199.07,7.15,102.28
2023,4,12,15,198.79,6.77,102.24
2023,4,12,16,197.12,6.45,102.22
2023,4,12,17,194.88,6.18,102.24
2023,4,12,18,193.93,6.07,102.27
2023,4,12,19,193.88,6.22,102.31
2023,4,12,20,193.41,6.43,102.35
2023,4,12,21,192.71,6.78,102.36
2023,4,12,22,192.52,7.21,102.33
2023,4,12,23,192.21,7.61,102.29
2023,4,13,0,192.38,7.8,102.24
2023,4,13,1,193.31,7.94,102.19
2023,4,13,2,193.03,8.21,102.14
2023,4,13,3,192.38,8.38,102.1
2023,4,13,4,191.75,8.51,102.08
2023,4,13,5,190.01,8.72,102.07
2023,4,13,6,188.01,8.97,102.07
2023,4,13,7,186.91,9.15,102.08
2023,4,13,8,187.3,9.29,102.08
2023,4,13,9,189.83,9.28,102.08
2023,4,13,10,193.09,9.25,102.05
2023,4,13,11,195.5,9.27,102.0
2023,4,13,12,196.19,9.27,101.94
2023,4,13,13,194.73,9.13,101.87
2023,4,13,14,194.06,8.91,101.81
2023,4,13,15,195.76,8.86,101.78
2023,4,13,16,197.46,8.83,101.77
2023,4,13,17,197.61,8.93,101.77
2023,4,13,18,198.26,8.95,101.79
2023,4,13,19,198.29,8.99,101.82
2023,4,13,20,196.5,9.13,101.85
2023,4,13,21,194.4,9.42,101.85
2023,4,13,22,192.57,9.77,101.79
2023,4,13,23,191.75,10.01,101.74
2023,4,14,0,191.65,10.25,101.69
2023,4,14,1,191.5,10.46,101.63
2023,4,14,2,190.78,10.65,101.56
2023,4,14,3,191.58,10.86,101.52
2023,4,14,4,195.4,11.18,101.51
2023,4,14,5,198.85,11.27,101.52
2023,4,14,6,198.91,11.21,101.52
2023,4,14,7,196.87,11.25,101.53
2023,4,14,8,195.49,11.35,101.55
2023,4,14,9,196.16,11.34,101.56
2023,4,14,10,199.33,11.23,101.55
2023,4,14,11,205.18,11.4,101.53
2023,4,14,12,212.12,11.25,101.49
2023,4,14,13,220.91,10.83,101.47
2023,4,14,14,232.35,9.94,101.45
2023,4,14,15,250.51,8.45,101.46
2023,4,14,16,272.5,6.98,101.51
2023,4,14,17,288.39,5.75,101.55
2023,4,14,18,292.53,4.77,101.6
2023,4,14,19,291.59,4.23,101.66
2023,4,14,20,290.33,4.02,101.73
2023,4,14,21,283.37,3.75,101.76
2023,4,14,22,269.14,3.65,101.74
2023,4,14,23,253.48,3.98,101.71
2023,4,15,0,243.43,4.68,101.68
2023,4,15,1,240.18,5.48,101.65
2023,4,15,2,239.83,6.17,101.63
2023,4,15,3,241.65,6.83,101.62
2023,4,15,4,245.22,7.4,101.62
2023,4,15,5,247.49,7.8,101.64
2023,4,15,6,247.0,8.04,101.66
2023,4,15,7,244.72,8.27,101.68
2023,4,15,8,243.55,8.65,101.7
2023,4,15,9,244.36,9.1,101.73
2023,4,15,10,244.63,9.54,101.74
2023,4,15,11,242.75,9.93,101.7
2023,4,15,12,241.71,10.34,101.67
2023,4,15,13,243.0,10.65,101.65
2023,4,15,14,244.63,10.87,101.62
2023,4,15,15,246.12,10.94,101.58
2023,4,15,16,247.55,10.96,101.58
2023,4,15,17,249.56,10.94,101.59
2023,4,15,18,251.49,10.78,101.61
2023,4,15,19,252.43,10.53,101.64
2023,4,15,20,253.41,10.29,101.69
2023,4,15,21,254.93,10.19,101.72
2023,4,15,22,255.58,10.01,101.72
2023,4,15,23,254.7,9.77,101.68
2023,4,16,0,256.88,9.71,101.64
2023,4,16,1,264.02,9.14,101.61
2023,4,16,2,279.43,8.35,101.59
2023,4,16,3,300.34,7.86,101.61
2023,4,16,4,313.87,8.14,101.64
2023,4,16,5,319.6,7.79,101.67
2023,4,16,6,316.2,7.39,101.73
2023,4,16,7,308.79,7.41,101.76
2023,4,16,8,303.81,7.51,101.8
2023,4,16,9,302.33,7.48,101.83
2023,4,16,10,301.94,7.38,101.84
2023,4,16,11,301.5,7.36,101.83
2023,4,16,12,301.99,7.39,101.8
2023,4,16,13,302.8,7.27,101.78
2023,4,16,14,302.74,7.05,101.75
2023,4,16,15,302.76,7.09,101.73
2023,4,16,16,303.67,7.26,101.75
2023,4,16,17,304.19,7.24,101.78
2023,4,16,18,304.47,7.29,101.82
2023,4,16,19,306.58,7.66,101.88
2023,4,16,20,309.54,7.89,101.96
2023,4,16,21,310.95,7.82,101.98
2023,4,16,22,310.47,7.63,101.95
2023,4,16,23,309.63,7.56,101.92
2023,4,17,0,309.47,7.57,101.89
2023,4,17,1,309.46,7.55,101.84
2023,4,17,2,309.61,7.41,101.81
2023,4,17,3,310.56,7.41,101.8
2023,4,17,4,312.55,7.62,101.83
2023,4,17,5,314.09,7.61,101.88
2023,4,17,6,314.53,7.33,101.93
2023,4,17,7,314.55,7.09,101.98
2023,4,17,8,314.45,6.88,102.02
2023,4,17,9,315.24,6.71,102.05
2023,4,17,10,317.2,6.48,102.06
2023,4,17,11,317.15,6.18,102.05
2023,4,17,12,317.65,6.09,102.01
2023,4,17,13,319.54,6.07,102.0
2023,4,17,14,321.2,5.98,101.99
2023,4,17,15,321.08,5.89,101.99
2023,4,17,16,319.04,5.8,102.02
2023,4,17,17,317.09,5.76,102.06
2023,4,17,18,316.16,5.74,102.09
2023,4,17,19,317.65,5.61,102.13
2023,4,17,20,322.28,5.23,102.19
2023,4,17,21,325.41,4.8,102.21
2023,4,17,22,327.04,4.42,102.19
2023,4,17,23,328.54,4.01,102.14
2023,4,18,0,329.46,3.63,102.1
2023,4,18,1,330.15,3.23,102.06
2023,4,18,2,331.6,2.84,102.01
2023,4,18,3,330.59,2.47,102.0
2023,4,18,4,323.41,1.93,102.01
2023,4,18,5,305.89,1.47,102.01
2023,4,18,6,279.97,1.44,102.04
2023,4,18,7,261.59,1.82,102.08
2023,4,18,8,252.7,2.36,102.11
2023,4,18,9,250.3,2.92,102.14
2023,4,18,10,249.43,3.45,102.16
2023,4,18,11,248.07,3.98,102.15
2023,4,18,12,247.77,4.44,102.12
2023,4,18,13,250.31,4.73,102.09
2023,4,18,14,254.77,4.91,102.06
2023,4,18,15,259.71,5.07,102.03
2023,4,18,16,262.66,5.26,102.02
2023,4,18,17,263.81,5.51,102.04
2023,4,18,18,265.37,5.81,102.06
2023,4,18,19,265.66,5.99,102.1
2023,4,18,20,262.95,5.98,102.16
2023,4,18,21,257.69,6.05,102.16
2023,4,18,22,251.59,6.33,102.12
2023,4,18,23,246.43,6.76,102.07
2023,4,19,0,242.12,7.28,102.01
2023,4,19,1,241.07,7.8,101.94
2023,4,19,2,243.75,8.18,101.9
2023,4,19,3,249.06,8.55,101.88
2023,4,19,4,250.95,8.76,101.85
2023,4,19,5,252.86,8.88,101.84
2023,4,19,6,255.59,9.07,101.85
2023,4,19,7,257.42,9.25,101.86
2023,4,19,8,257.82,9.37,101.86
2023,4,19,9,259.53,9.68,101.85
2023,4,19,10,260.2,9.91,101.82
2023,4,19,11,259.29,10.13,101.76
2023,4,19,12,258.41,10.22,101.7
2023,4,19,13,259.22,10.48,101.67
2023,4,19,14,261.82,10.88,101.66
2023,4,19,15,264.66,11.09,101.65
2023,4,19,16,268.16,10.96,101.66
2023,4,19,17,271.06,10.59,101.67
2023,4,19,18,274.17,10.1,101.69
2023,4,19,19,279.93,9.34,101.71
2023,4,19,20,292.42,8.36,101.74
2023,4,19,21,309.51,7.33,101.74
2023,4,19,22,329.23,6.47,101.72
2023,4,19,23,347.5,6.21,101.69
2023,4,20,0,359.5,6.23,101.68
2023,4,20,1,6.15,6.2,101.67
2023,4,20,2,7.3,5.9,101.65
2023,4,20,3,6.05,5.63,101.65
2023,4,20,4,4.05,5.53,101.66
2023,4,20,5,2.5,5.18,101.68
2023,4,20,6,2.4,4.85,101.71
2023,4,20,7,1.77,4.81,101.74
2023,4,20,8,359.23,4.68,101.77
2023,4,20,9,356.87,4.29,101.78
2023,4,20,10,353.8,3.83,101.77
2023,4,20,11,348.36,3.72,101.75
2023,4,20,12,343.42,3.51,101.71
2023,4,20,13,337.63,3.35,101.67
2023,4,20,14,331.39,3.23,101.62
2023,4,20,15,324.79,3.18,101.58
2023,4,20,16,318.96,2.96,101.54
2023,4,20,17,310.45,2.65,101.52
2023,4,20,18,295.59,2.46,101.51
2023,4,20,19,279.38,2.83,101.52
2023,4,20,20,266.05,3.29,101.53
2023,4,20,21,252.33,3.89,101.5
2023,4,20,22,241.26,4.7,101.41
2023,4,20,23,239.06,5.73,101.33
2023,4,21,0,241.37,6.7,101.26
2023,4,21,1,243.88,7.26,101.17
2023,4,21,2,246.04,7.77,101.11
2023,4,21,3,249.76,8.09,101.06
2023,4,21,4,253.6,8.05,101.01
2023,4,21,5,254.93,7.69,100.97
2023,4,21,6,254.11,7.45,100.96
2023,4,21,7,250.54,7.48,100.94
2023,4,21,8,245.81,7.51,100.92
2023,4,21,9,241.76,7.89,100.89
2023,4,21,10,240.17,8.47,100.85
2023,4,21,11,241.53,8.62,100.79
2023,4,21,12,246.17,8.57,100.72
2023,4,21,13,251.62,8.47,100.66
2023,4,21,14,253.73,7.86,100.6
2023,4,21,15,249.93,7.38,100.53
2023,4,21,16,244.47,7.34,100.5
2023,4,21,17,241.33,7.41,100.49
2023,4,21,18,239.96,7.55,100.47
2023,4,21,19,235.12,7.73,100.44
2023,4,21,20,229.61,8.1,100.42
2023,4,21,21,227.1,8.58,100.41
2023,4,21,22,224.51,9.06,100.37
2023,4,21,23,221.39,9.56,100.29
2023,4,22,0,220.25,10.13,100.21
2023,4,22,1,218.37,10.76,100.12
2023,4,22,2,215.01,11.37,100.01
2023,4,22,3,212.09,12.02,99.92
2023,4,22,4,215.83,12.62,99.86
2023,4,22,5,229.95,12.29,99.84
2023,4,22,6,245.56,11.69,99.89
2023,4,22,7,249.83,10.76,99.94
2023,4,22,8,245.13,10.51,99.97
2023,4,22,9,243.38,10.86,100.01
2023,4,22,10,244.01,11.16,100.02
2023,4,22,11,243.43,11.23,100.01
2023,4,22,12,241.98,11.31,100.0
2023,4,22,13,240.88,11.46,99.98
2023,4,22,14,240.09,11.63,99.92
2023,4,22,15,239.69,11.7,99.88
2023,4,22,16,239.5,11.81,99.85
2023,4,22,17,240.4,12.15,99.85
2023,4,22,18,242.03,12.56,99.87
2023,4,22,19,241.26,12.53,99.9
2023,4,22,20,238.89,12.17,99.95
2023,4,22,21,238.81,11.96,99.95
2023,4,22,22,241.46,11.89,99.95
2023,4,22,23,244.31,11.68,99.93
2023,4,23,0,245.59,11.42,99.92
2023,4,23,1,247.19,11.25,99.91
2023,4,23,2,249.5,10.91,99.92
2023,4,23,3,251.35,10.53,99.95
2023,4,23,4,249.81,10.07,99.96
2023,4,23,5,245.4,9.8,99.98
2023,4,23,6,240.63,9.7,100.01
2023,4,23,7,236.41,9.63,100.04
2023,4,23,8,231.6,9.81,100.05
2023,4,23,9,226.78,10.31,100.07
2023,4,23,10,223.83,10.86,100.07
2023,4,23,11,223.41,11.35,100.06
2023,4,23,12,225.11,11.78,100.05
2023,4,23,13,228.08,11.94,100.03
2023,4,23,14,232.53,11.97,99.99
2023,4,23,15,238.71,12.08,99.97
2023,4,23,16,245.28,12.26,99.99
2023,4,23,17,249.83,12.39,100.03
2023,4,23,18,253.01,12.33,100.08
2023,4,23,19,253.67,12.03,100.14
2023,4,23,20,251.95,11.85,100.22
2023,4,23,21,249.55,11.92,100.27
2023,4,23,22,247.89,11.92,100.29
2023,4,23,23,246.82,11.67,100.28
2023,4,24,0,245.66,11.35,100.26
2023,4,24,1,244.85,11.06,100.25
2023,4,24,2,243.81,10.67,100.24
2023,4,24,3,242.77,10.48,100.24
2023,4,24,4,241.59,10.31,100.26
2023,4,24,5,239.17,9.97,100.28
2023,4,24,6,235.76,9.68,100.3
2023,4,24,7,231.9,9.42,100.33
2023,4,24,8,228.84,9.58,100.35
2023,4,24,9,227.39,10.07,100.39
2023,4,24,10,229.24,10.77,100.42
2023,4,24,11,232.52,11.07,100.43
2023,4,24,12,235.58,10.92,100.44
2023,4,24,13,237.86,10.68,100.45
2023,4,24,14,239.68,10.51,100.43
2023,4,24,15,240.92,10.45,100.42
2023,4,24,16,241.88,10.29,100.44
2023,4,24,17,242.52,10.04,100.47
2023,4,24,18,241.4,9.66,100.5
2023,4,24,19,239.34,9.45,100.55
2023,4,24,20,238.55,9.48,100.6
2023,4,24,21,238.2,9.58,100.63
2023,4,24,22,237.72,9.83,100.62
2023,4,24,23,237.15,10.18,100.62
2023,4,25,0,236.2,10.52,100.6
2023,4,25,1,236.18,10.77,100.56
2023,4,25,2,237.25,10.8,100.53
2023,4,25,3,238.59,10.72,100.52
2023,4,25,4,239.47,10.66,100.52
2023,4,25,5,239.8,10.68,100.54
2023,4,25,6,240.2,10.7,100.57
2023,4,25,7,239.96,10.77,100.6
2023,4,25,8,239.94,10.93,100.62
2023,4,25,9,240.78,11.15,100.65
2023,4,25,10,241.83,11.2,100.65
2023,4,25,11,242.68,11.1,100.62
2023,4,25,12,243.14,10.96,100.59
2023,4,25,13,243.83,11.05,100.57
2023,4,25,14,245.42,11.27,100.54
2023,4,25,15,247.38,11.42,100.51
2023,4,25,16,248.75,11.4,100.5
2023,4,25,17,249.12,11.29,100.51
2023,4,25,18,249.16,11.29,100.54
2023,4,25,19,250.03,11.28,100.57
2023,4,25,20,251.59,11.23,100.62
2023,4,25,21,253.3,11.23,100.64
2023,4,25,22,254.98,11.21,100.62
2023,4,25,23,256.67,11.02,100.59
2023,4,26,0,257.82,10.81,100.55
2023,4,26,1,258.52,10.63,100.51
2023,4,26,2,257.63,10.4,100.47
2023,4,26,3,255.37,10.36,100.45
2023,4,26,4,254.24,10.55,100.43
2023,4,26,5,253.83,10.83,100.43
2023,4,26,6,253.38,11.01,100.47
2023,4,26,7,252.27,11.03,100.48
2023,4,26,8,251.31,10.99,100.51
2023,4,26,9,250.78,11.06,100.52
2023,4,26,10,251.75,11.28,100.54
2023,4,26,11,254.65,11.3,100.52
2023,4,26,12,257.52,10.88,100.48
2023,4,26,13,260.17,10.71,100.44
2023,4,26,14,262.01,11.07,100.4
2023,4,26,15,261.81,11.36,100.37
2023,4,26,16,260.81,11.49,100.36
2023,4,26,17,259.72,11.51,100.39
2023,4,26,18,260.03,11.82,100.43
2023,4,26,19,260.96,12.09,100.49
2023,4,26,20,261.93,12.14,100.57
2023,4,26,21,264.42,11.88,100.61
2023,4,26,22,267.99,11.56,100.61
2023,4,26,23,270.6,11.23,100.6
2023,4,27,0,269.96,10.84,100.59
2023,4,27,1,268.39,10.54,100.57
2023,4,27,2,268.43,10.53,100.57
2023,4,27,3,270.21,10.5,100.56
2023,4,27,4,273.8,10.85,100.57
2023,4,27,5,275.17,11.1,100.6
2023,4,27,6,273.36,11.05,100.65
2023,4,27,7,272.04,11.2,100.7
2023,4,27,8,270.99,11.36,100.73
2023,4,27,9,269.53,11.36,100.76
2023,4,27,10,269.25,11.39,100.76
2023,4,27,11,269.61,11.48,100.76
2023,4,27,12,270.16,11.53,100.75
2023,4,27,13,271.23,11.67,100.76
2023,4,27,14,272.65,11.82,100.76
2023,4,27,15,273.85,11.74,100.75
2023,4,27,16,275.6,11.6,100.76
2023,4,27,17,277.24,11.4,100.78
2023,4,27,18,278.02,11.14,100.82
2023,4,27,19,278.89,10.86,100.85
2023,4,27,20,280.09,10.62,100.92
2023,4,27,21,280.11,10.15,100.96
2023,4,27,22,278.75,9.91,100.97
2023,4,27,23,278.06,10.08,100.98
2023,4,28,0,278.28,10.42,100.99
2023,4,28,1,277.92,10.03,100.95
2023,4,28,2,277.59,9.82,100.92
2023,4,28,3,278.47,9.71,100.92
2023,4,28,4,278.25,9.63,100.95
2023,4,28,5,277.21,9.52,100.98
2023,4,28,6,275.03,9.45,101.04
2023,4,28,7,273.96,9.4,101.11
2023,4,28,8,273.7,9.33,101.18
2023,4,28,9,272.25,8.94,101.24
2023,4,28,10,271.34,8.7,101.28
2023,4,28,11,271.18,8.35,101.3
2023,4,28,12,267.39,7.89,101.29
2023,4,28,13,262.85,7.91,101.29
2023,4,28,14,260.33,8.04,101.27
2023,4,28,15,258.81,8.13,101.25
2023,4,28,16,256.52,8.07,101.25
2023,4,28,17,252.87,7.91,101.27
2023,4,28,18,249.4,7.64,101.29
2023,4,28,19,245.5,7.25,101.3
2023,4,28,20,239.44,6.87,101.34
2023,4,28,21,230.62,6.82,101.35
2023,4,28,22,219.31,7.02,101.32
2023,4,28,23,209.8,7.48,101.24
2023,4,29,0,203.23,8.16,101.14
2023,4,29,1,200.18,9.01,101.03
2023,4,29,2,198.26,9.6,100.92
2023,4,29,3,195.78,10.08,100.84
2023,4,29,4,191.34,10.73,100.74
2023,4,29,5,190.02,11.67,100.69
2023,4,29,6,189.71,12.46,100.64
2023,4,29,7,188.61,14.14,100.55
2023,4,29,8,191.48,15.0,100.49
2023,4,29,9,191.28,16.05,100.39
2023,4,29,10,193.58,17.01,100.28
2023,4,29,11,204.41,16.26,100.19
2023,4,29,12,223.59,15.01,100.14
2023,4,29,13,232.33,15.03,100.12
2023,4,29,14,231.2,16.27,100.09
2023,4,29,15,231.22,17.14,100.05
2023,4,29,16,237.63,17.31,100.06
2023,4,29,17,253.33,16.61,100.14
2023,4,29,18,275.47,16.54,100.33
2023,4,29,19,278.71,15.48,100.53
2023,4,29,20,277.1,14.67,100.68
2023,4,29,21,276.22,14.14,100.77
2023,4,29,22,274.51,14.0,100.82
2023,4,29,23,273.09,13.78,100.87
2023,4,30,0,273.03,13.28,100.88
2023,4,30,1,274.14,12.88,100.88
2023,4,30,2,274.73,12.4,100.88
2023,4,30,3,274.3,11.87,100.9
2023,4,30,4,272.91,11.52,100.94
2023,4,30,5,270.71,11.28,101.0
2023,4,30,6,267.63,10.95,101.06
2023,4,30,7,265.0,10.84,101.13
2023,4,30,8,263.5,10.9,101.18
2023,4,30,9,262.89,10.86,101.22
2023,4,30,10,262.69,10.81,101.22
2023,4,30,11,262.91,10.75,101.2
2023,4,30,12,262.41,10.71,101.16
2023,4,30,13,262.01,10.73,101.13
2023,4,30,14,262.48,10.98,101.13
2023,4,30,15,264.47,11.19,101.13
2023,4,30,16,266.58,11.25,101.15
2023,4,30,17,267.49,11.22,101.2
2023,4,30,18,268.35,11.37,101.26
2023,4,30,19,270.39,11.4,101.33
2023,4,30,20,272.66,11.1,101.37
2023,4,30,21,274.73,10.8,101.38
2023,4,30,22,275.7,10.54,101.34
2023,4,30,23,275.59,10.19,101.29
2023,5,1,0,274.42,9.94,101.23
2023,5,1,1,272.0,9.87,101.18
2023,5,1,2,269.82,9.99,101.13
2023,5,1,3,269.61,10.32,101.11
2023,5,1,4,271.01,10.63,101.1
2023,5,1,5,273.01,10.72,101.1
2023,5,1,6,275.31,10.73,101.11
2023,5,1,7,277.57,10.79,101.13
2023,5,1,8,278.31,10.75,101.13
2023,5,1,9,278.87,10.6,101.12
2023,5,1,10,280.05,10.48,101.12
2023,5,1,11,280.67,10.38,101.1
2023,5,1,12,280.48,10.31,101.07
2023,5,1,13,280.71,10.34,101.05
2023,5,1,14,281.46,10.46,101.02
2023,5,1,15,282.3,10.63,100.99
2023,5,1,16,283.43,10.9,100.98
2023,5,1,17,284.95,11.21,100.98
2023,5,1,18,286.28,11.43,100.99
2023,5,1,19,287.37,11.62,101.02
2023,5,1,20,288.16,11.71,101.07
2023,5,1,21,287.97,11.67,101.1
2023,5,1,22,288.78,11.82,101.1
2023,5,1,23,290.28,11.68,101.05
2023,5,2,0,290.18,11.5,101.0
2023,5,2,1,289.23,11.82,100.95
2023,5,2,2,288.1,12.3,100.93
2023,5,2,3,287.96,12.72,100.94
2023,5,2,4,288.39,12.75,100.94
2023,5,2,5,289.63,12.53,100.95
2023,5,2,6,290.92,12.4,100.97
2023,5,2,7,291.68,12.39,101.03
2023,5,2,8,291.85,12.45,101.08
2023,5,2,9,291.69,12.37,101.13
2023,5,2,10,291.5,12.19,101.18
2023,5,2,11,291.1,11.96,101.2
2023,5,2,12,290.6,11.83,101.21
2023,5,2,13,289.22,11.7,101.22
2023,5,2,14,286.83,11.63,101.23
2023,5,2,15,285.11,11.57,101.23
2023,5,2,16,284.83,11.44,101.24
2023,5,2,17,284.29,11.11,101.26
2023,5,2,18,282.55,10.79,101.3
2023,5,2,19,280.27,10.69,101.34
2023,5,2,20,278.39,10.65,101.41
2023,5,2,21,276.34,10.54,101.46
2023,5,2,22,274.32,10.37,101.45
2023,5,2,23,272.59,10.21,101.42
